id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
DERIVED-049,p02,derived.tex,derived.tex:7759,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The final enumerated example is the literal item 'Add more here as needed.'.","This is an unresolved authoring placeholder, not a mathematical example; the three preceding items are complete cases covered by the construction.","Delete the placeholder item.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-050,p02,derived.tex,"derived.tex:7707,7710",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The lower row of the functorial-resolution diagram writes j(K)^bullet and j(L)^bullet.","The functor j takes complexes K^bullet and L^bullet as arguments; plain K and L are not its objects here, and the surrounding formulas consistently use j(K^bullet), j(L^bullet).","Replace j(K)^bullet and j(L)^bullet by j(K^bullet) and j(L^bullet).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-051,p02,derived.tex,derived.tex:7780,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The first Let-sentence in the lemma ends without punctuation before a second independent Let-sentence.","The sentence declaring A complete ends after 'enough injectives' and requires a terminal full stop.","Add a full stop after 'enough injectives'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-052,p02,derived.tex,derived.tex:7782,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The lemma calls (i,j) a resolution functor.","The defining data and the earlier resolution-functor lemma consistently order the pair as (j,i): j is the object assignment/functor and i is the family of quasi-isomorphisms.","Replace '(i, j)' by '(j, i)'.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-053,p02,derived.tex,derived.tex:7978,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof invokes filtered quasi-isomorphisms A[0]->I and C[0]->J.","The lemma's data are f:A->B and resolutions of A and B; C is undefined. The same proof immediately names b:B->J^0 and displays B in the diagram.","Replace C[0] by B[0].",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-054,p02,derived.tex,"derived.tex:7946,7948",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Two steps call I^1 and I^2 filtered injective objects of A.","Filtered injective objects are defined as objects of Fil^f(A), not of A; both codomains carry the finite filtrations used in the resolution.","Replace 'of A' by 'of Fil^f(A)' at both loci.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-055,p02,derived.tex,derived.tex:8092,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof labels the degree-zero map b direct-sum c o beta as M->I^0+J^0.","Both components have source B, and the preceding sentence declares this to be the map B[0]->M^bullet. Source M is therefore ill-typed.","Replace the displayed source M by B.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-056,p02,derived.tex,derived.tex:8176,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'Denote Tot(...) the total complex'.","The English verb denote requires the preposition 'by' before the notation assigned to the object.","Insert 'by' after 'Denote'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-057,p02,derived.tex,"derived.tex:8288-8289",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"After proving the filtered Hom bijection, the conclusion writes both Hom groups in K(A).","The exact sequence, lemma statement, chain maps and homotopies all live in K(Fil^f(A)); forgetting the filtration is not the proved equality.","Replace K(A) by K(Fil^f(A)) in both Hom groups.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-058,p02,derived.tex,derived.tex:8364,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The remark says 'a set worth of diagrams'.","The English measure phrase requires the possessive 'a set's worth'.","Replace 'a set worth' by 'a set's worth'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-059,p02,derived.tex,derived.tex:8573,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The discussion says 'Note that this stupid in the sense that'.","The sentence lacks its finite copula between subject and predicate adjective.","Insert 'is' after 'this'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-060,p02,derived.tex,derived.tex:8603,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The parenthesis says 'we could just have well developed'.","The fixed comparative idiom is 'could just as well have developed'.","Move 'as well' before 'have developed'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-061,p02,derived.tex,derived.tex:8447,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'see Lemmas' but supplies a single lemma reference.","A single cited numbered unit requires the singular reference noun.","Replace 'Lemmas' by 'Lemma'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-062,p02,derived.tex,"derived.tex:8530-8531",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says the spectral sequence converges to H^n=R^n for an unspecified n and then vaguely mentions filtrations on 'each of the terms'.","A spectral sequence converges to the full graded abutment H^*=R^*; the lemma statement separately gives a finite filtration on each degree H^n=R^n.","Restore H^*=R^* as the abutment and say it induces a finite filtration on each H^n=R^n.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-063,p02,derived.tex,derived.tex:8044,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof explicitly cites Homology but uses the unprefixed local label lemma-filtered-acyclic.","The required result is Homology's lemma asserting strictness for a filtered exact complex. The unprefixed label resolves to an unrelated Derived-category lemma about the triangulated subcategory of filtered acyclic complexes.","Prefix the reference as homology-lemma-filtered-acyclic.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-064,p02,derived.tex,derived.tex:8739,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"After replacing L by tau_{<=a}L, the proof says L^i vanishes for i<a.","The canonical truncation vanishes for i>a, and this upper bound is what forces Y^{i+n}=0 for n<b-a; the printed inequality reverses the argument.","Replace i<a by i>a.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-065,p02,derived.tex,"derived.tex:9386-9388;9440",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The displayed alpha is written Q->P, contradicting the following P-to-Q diagram and comparison maps; the concluding H^i(alpha) formula also has unbalanced parentheses and omits F.","The proof constructs finite-stage maps H^i(F(P_n))->H^i(F(Q_n)) compatible with alpha. Thus alpha must be P->Q, and the conclusion must be H^i(F(alpha)):H^i(F(P))->H^i(F(Q)).","Swap the P and Q colimits around alpha and restore the complete H^i(F(alpha)) formula.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-066,p02,derived.tex,"derived.tex:9556;9562",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"A general localization lemma says its morphisms are in D(B) and D(A), although no abelian categories A or B occur in the setup.","The displayed Hom sets and the two cited localization remarks are respectively for (S')^{-1}D' and S^{-1}D.","Replace D(B) and D(A) by the two actual localized categories.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-067,p02,derived.tex,derived.tex:9993,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The morphism H^i(RF(tau_{<=a}E) -> H^i(RF(E)) is missing a closing parenthesis.","The intended source of the morphism is H^i(RF(tau_{<=a}E)); as printed, the math expression is malformed.","Close RF(tau_{<=a}E) before the arrow.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-068,p02,derived.tex,derived.tex:10017,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The definition prints max{0} union {i | R^iF(A) is nonzero}.","The maximum must be taken after forming the union; the printed expression instead unions a number with a set.","Write max({0} union {i | R^iF(A) is nonzero}).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-069,p02,derived.tex,derived.tex:10119,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The dual morphism H^i(LF(tau_{<=a+n-1}E) -> H^i(LF(E)) repeats the missing closing parenthesis.","The intended source is H^i(LF(tau_{<=a+n-1}E)); the printed expression is malformed.","Close LF(tau_{<=a+n-1}E) before the arrow.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-070,p02,derived.tex,derived.tex:10208,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"For a morphism of systems a_n:K_n->L_n, the induced map is required to satisfy a o i_n=j_n.","The two sides then have domains K_n and L_n respectively, so the equality is ill-typed. Naturality requires j_n o a_n.","Replace a o i_n=j_n by a o i_n=j_n o a_n.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-071,p02,derived.tex,derived.tex:10681,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The product subscript is printed p>=-n while p is the fixed cohomological degree.","The factors are indexed by the tower variable n for which tau_{>=-n}K has p-th cohomology H^p(K).","Make n the product index: product over n with p>=-n.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-072,p02,derived.tex,derived.tex:9709,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'an complex'.","Complex begins with a consonant sound.","Replace 'an complex' by 'a complex'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-073,p02,derived.tex,derived.tex:9870,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'a acyclic complex'.","Acyclic begins with a vowel sound.","Replace 'a acyclic' by 'an acyclic'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-074,p02,derived.tex,derived.tex:10328,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'countable direct sums exists'.","The plural subject requires the plural verb exist.","Replace 'exists' by 'exist'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-075,p02,derived.tex,derived.tex:10541,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Occurrence is misspelled 'occurence'.","Standard English spelling doubles both c and r.","Replace 'occurence' by 'occurrence'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-076,p02,derived.tex,derived.tex:10561,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'is an inverse system of complexes and which in particular determines'.","The conjunction and and relative connector which are redundantly combined, leaving the sentence ungrammatical.","Delete 'and' before 'which'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-077,p02,derived.tex,"derived.tex:10797-10798",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The relative clause says 'whose objects consists of all objects F(A)'.","The plural subject objects requires the plural verb consist.","Replace 'consists' by 'consist'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-078,p02,derived.tex,derived.tex:10872,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"In the base case b-a=0 the proof identifies K with H^i(K)[-a].","Only H^a(K) can be nonzero; i is unbound in this sentence.","Replace H^i(K)[-a] by H^a(K)[-a].",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-079,p02,derived.tex,"derived.tex:10874-10877",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The induction uses tau_{<=b-1}K^bullet -> K^bullet -> K^b[-b].","The proof concerns an intrinsic object K of the derived category; the canonical truncation triangle ends in H^b(K)[-b], not the b-th term of a chosen complex.","Use tau_{<=b-1}K -> K -> H^b(K)[-b].",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-080,p02,derived.tex,"derived.tex:10886-10890",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"For X in smd(add(E[-m,m])^{star n}), the lemma prints the cohomological bound [-m+na,m+nb].","Each shifted generator has cohomology in [a-m,b+m], and sums, summands, and extensions preserve this same interval; multiplying a and b by n is false.","Replace the interval by [a-m,b+m].",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-081,p02,derived.tex,derived.tex:10913,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'Denote <E>_1 the strictly full subcategory'.","English requires 'denote by <E>_1' in this construction.","Insert 'by' after 'Denote'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-082,p02,derived.tex,derived.tex:10966,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The formula smd(add(E[-infinity,infinity])]) contains an unmatched closing square bracket.","The interval is already closed inside E[-infinity,infinity]; only the two function parentheses remain.","Delete the extra closing square bracket.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-083,p02,derived.tex,"derived.tex:10999-11007",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The closure list for D' contains add(D) subset D'.","The argument must verify that every operation preserves D'; add(D) need not lie in D'.","Replace add(D) by add(D').",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-084,p02,derived.tex,"derived.tex:11256-11258",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"After introducing a factorization through E''', the next line says E'' is supported on I'''.","E'' is the earlier induction object supported on I''; the newly introduced object is E'''.","Replace E'' by E''' at line 11258.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
